train_number,station_code,sequence_number,arrival_time,departure_time,day
12526,THK,23.0,20:55:00,20:55:00,1.0
12526,KYN,24.0,20:50:00,20:52:00,1.0
12526,VLDI,25.0,20:48:00,20:48:00,1.0
12526,ULNR,26.0,20:46:00,20:46:00,1.0
12526,ABH,27.0,20:44:00,20:44:00,1.0
12526,BUD,28.0,20:38:00,20:38:00,1.0
12526,VGI,29.0,20:28:00,20:28:00,1.0
12526,SHLU,30.0,20:25:00,20:25:00,1.0
12526,NRL,31.0,20:22:00,20:22:00,1.0
12526,BVS,32.0,20:16:00,20:16:00,1.0
12526,KJT,33.0,20:08:00,20:10:00,1.0
12526,PDI,34.0,20:03:00,20:03:00,1.0
12526,KAD,35.0,19:31:00,19:31:00,1.0
12526,LNL,36.0,19:23:00,19:25:00,1.0
12526,MVL,37.0,19:17:00,19:17:00,1.0
12526,KMST,38.0,19:11:00,19:11:00,1.0
12526,KNHE,39.0,19:07:00,19:07:00,1.0
12526,VDN,40.0,19:04:00,19:04:00,1.0
12526,TGN,41.0,19:01:00,19:01:00,1.0
12526,GRWD,42.0,18:58:00,18:58:00,1.0
12526,DEHR,43.0,18:53:00,18:53:00,1.0
12526,AKRD,44.0,18:50:00,18:50:00,1.0
12526,CCH,45.0,18:47:00,18:47:00,1.0
12526,PMP,46.0,18:46:00,18:46:00,1.0
12526,KSWD,47.0,18:44:00,18:44:00,1.0
12526,DAPD,48.0,18:41:00,18:41:00,1.0
12526,KK,49.0,18:40:00,18:40:00,1.0
12526,SVJR,50.0,18:37:00,18:37:00,1.0
12526,PUNE,51.0,None,18:35:00,1.0
12527,CSMT,1.0,None,21:00:00,1.0
12527,MSD,2.0,21:01:00,21:01:00,1.0
12527,SNRD,3.0,21:03:00,21:03:00,1.0
12527,BY,4.0,21:06:00,21:06:00,1.0
12527,CRD,5.0,21:08:00,21:08:00,1.0
12527,PR,6.0,21:11:00,21:11:00,1.0
12527,DR,7.0,21:13:00,21:15:00,1.0
12527,MTN,8.0,21:16:00,21:16:00,1.0
12527,SIN,9.0,21:18:00,21:18:00,1.0
12527,CLA,10.0,21:20:00,21:20:00,1.0
12527,VVH,11.0,21:22:00,21:22:00,1.0
12527,GC,12.0,21:23:00,21:23:00,1.0
12527,VK,13.0,21:26:00,21:26:00,1.0
12527,BND,14.0,21:29:00,21:29:00,1.0
12527,NHU,15.0,21:31:00,21:31:00,1.0
12527,MLND,16.0,21:33:00,21:33:00,1.0
12527,TNA,17.0,21:35:00,21:35:00,1.0
12527,KLVA,18.0,21:37:00,21:37:00,1.0
12527,MBQ,19.0,21:40:00,21:40:00,1.0
12527,DIVA,20.0,21:42:00,21:42:00,1.0
12527,KOPR,21.0,21:46:00,21:46:00,1.0
12527,DI,22.0,21:47:00,21:47:00,1.0
12527,THK,23.0,21:48:00,21:48:00,1.0
12527,KYN,24.0,21:51:00,21:53:00,1.0
12527,VLDI,25.0,21:55:00,21:55:00,1.0
12527,ULNR,26.0,21:57:00,21:57:00,1.0
12527,ABH,27.0,22:00:00,22:00:00,1.0
12527,BUD,28.0,22:07:00,22:07:00,1.0
12527,VGI,29.0,22:18:00,22:18:00,1.0
12527,SHLU,30.0,22:22:00,22:22:00,1.0
12527,NRL,31.0,22:26:00,22:26:00,1.0
12527,BVS,32.0,22:32:00,22:32:00,1.0
12527,KJT,33.0,22:38:00,22:40:00,1.0
12527,PDI,34.0,22:45:00,22:45:00,1.0
12527,KAD,35.0,23:21:00,23:21:00,1.0
12527,LNL,36.0,23:28:00,23:30:00,1.0
12527,MVL,37.0,23:37:00,23:37:00,1.0
12527,KMST,38.0,23:45:00,23:45:00,1.0
12527,KNHE,39.0,23:49:00,23:49:00,1.0
12527,VDN,40.0,23:54:00,23:54:00,1.0
12527,TGN,41.0,23:58:00,23:58:00,1.0
12527,GRWD,1.0,00:01:00,00:01:00,2.0
12527,DEHR,2.0,00:07:00,00:07:00,2.0
12527,AKRD,3.0,00:12:00,00:12:00,2.0
12527,CCH,4.0,00:15:00,00:15:00,2.0
12527,PMP,5.0,00:17:00,00:17:00,2.0
12527,KSWD,6.0,00:19:00,00:19:00,2.0
12527,DAPD,7.0,00:22:00,00:22:00,2.0
12527,KK,8.0,00:25:00,00:25:00,2.0
12527,SVJR,9.0,00:28:00,00:28:00,2.0
12527,PUNE,10.0,00:30:00,00:35:00,2.0
12528,CSMT,1.0,08:00:00,None,2.0
12528,MSD,2.0,07:57:00,07:57:00,2.0
12528,SNRD,3.0,07:54:00,07:54:00,2.0
12528,BY,4.0,07:48:00,07:48:00,2.0
12528,CRD,5.0,07:43:00,07:43:00,2.0
12528,PR,6.0,07:38:00,07:38:00,2.0
12528,DR,7.0,07:33:00,07:35:00,2.0
12528,MTN,8.0,07:32:00,07:32:00,2.0
12528,SIN,9.0,07:30:00,07:30:00,2.0
12528,CLA,10.0,07:27:00,07:27:00,2.0
12528,VVH,11.0,07:24:00,07:24:00,2.0
12528,GC,12.0,07:22:00,07:22:00,2.0
12528,VK,13.0,07:18:00,07:18:00,2.0
12528,BND,14.0,07:14:00,07:14:00,2.0
12528,NHU,15.0,07:13:00,07:13:00,2.0
12528,MLND,16.0,07:10:00,07:10:00,2.0
12528,TNA,17.0,07:07:00,07:07:00,2.0
12528,KLVA,18.0,07:04:00,07:04:00,2.0
12528,MBQ,19.0,07:00:00,07:00:00,2.0
12528,DIVA,20.0,06:57:00,06:57:00,2.0
12528,KOPR,21.0,06:52:00,06:52:00,2.0
12528,DI,22.0,06:51:00,06:51:00,2.0
12528,THK,23.0,06:49:00,06:49:00,2.0
12528,KYN,24.0,06:43:00,06:45:00,2.0
12528,VLDI,25.0,06:41:00,06:41:00,2.0
12528,ULNR,26.0,06:39:00,06:39:00,2.0
12528,ABH,27.0,06:37:00,06:37:00,2.0
12528,BUD,28.0,06:30:00,06:30:00,2.0
12528,VGI,29.0,06:20:00,06:20:00,2.0
12528,SHLU,30.0,06:16:00,06:16:00,2.0
12528,NRL,31.0,06:13:00,06:13:00,2.0
12528,BVS,32.0,06:06:00,06:06:00,2.0
12528,KJT,33.0,05:58:00,06:00:00,2.0
12528,PDI,34.0,05:53:00,05:53:00,2.0
12528,KAD,35.0,05:21:00,05:21:00,2.0
12528,LNL,36.0,05:13:00,05:15:00,2.0
12528,MVL,37.0,05:07:00,05:07:00,2.0
12528,KMST,38.0,04:59:00,04:59:00,2.0
12528,KNHE,39.0,04:55:00,04:55:00,2.0
12528,VDN,40.0,04:50:00,04:50:00,2.0
12528,TGN,41.0,04:46:00,04:46:00,2.0
12528,GRWD,42.0,04:43:00,04:43:00,2.0
12528,DEHR,43.0,04:37:00,04:37:00,2.0
12528,AKRD,44.0,04:33:00,04:33:00,2.0
12528,CCH,45.0,04:30:00,04:30:00,2.0
12528,PMP,46.0,04:28:00,04:28:00,2.0
12528,KSWD,47.0,04:26:00,04:26:00,2.0
12528,DAPD,48.0,04:22:00,04:22:00,2.0
12528,KK,49.0,04:21:00,04:21:00,2.0
12528,SVJR,50.0,04:17:00,04:17:00,2.0
12528,PUNE,51.0,04:10:00,04:15:00,2.0
12701,CSMT,1.0,None,21:50:00,1.0
12701,MSD,2.0,21:51:00,21:51:00,1.0
12701,SNRD,3.0,21:52:00,21:52:00,1.0
12701,BY,4.0,21:54:00,21:54:00,1.0
12701,CRD,5.0,21:56:00,21:56:00,1.0
12701,PR,6.0,21:58:00,21:58:00,1.0
12701,DR,7.0,21:59:00,21:59:00,1.0
12701,MTN,8.0,22:00:00,22:00:00,1.0
12701,SIN,9.0,22:03:00,22:03:00,1.0
12701,CLA,10.0,22:05:00,22:05:00,1.0
12701,VVH,11.0,22:08:00,22:08:00,1.0
12701,GC,12.0,22:09:00,22:09:00,1.0
12701,VK,13.0,22:13:00,22:13:00,1.0
12701,BND,14.0,22:16:00,22:16:00,1.0
12701,NHU,15.0,22:18:00,22:18:00,1.0
12701,MLND,16.0,22:20:00,22:20:00,1.0
12701,TNA,17.0,22:23:00,22:23:00,1.0
12701,KLVA,18.0,22:25:00,22:25:00,1.0
12701,MBQ,19.0,22:30:00,22:30:00,1.0
12701,DIVA,20.0,22:32:00,22:32:00,1.0
12701,KOPR,21.0,22:36:00,22:36:00,1.0
12701,DI,22.0,22:38:00,22:38:00,1.0
12701,THK,23.0,22:39:00,22:39:00,1.0
12701,KYN,24.0,22:43:00,22:45:00,1.0
12701,VLDI,25.0,22:48:00,22:48:00,1.0
12701,ULNR,26.0,22:50:00,22:50:00,1.0
12701,ABH,27.0,22:53:00,22:53:00,1.0
12701,BUD,28.0,23:01:00,23:01:00,1.0
12701,VGI,29.0,23:14:00,23:14:00,1.0
12701,SHLU,30.0,23:18:00,23:18:00,1.0
12701,NRL,31.0,23:23:00,23:23:00,1.0
12701,BVS,32.0,23:30:00,23:30:00,1.0
12701,KJT,33.0,23:38:00,23:38:00,1.0
12701,PDI,34.0,23:41:00,23:41:00,1.0
12701,KAD,1.0,00:05:00,00:05:00,2.0
12701,LNL,2.0,00:09:00,00:09:00,2.0
12701,MVL,3.0,00:17:00,00:17:00,2.0
12701,KMST,4.0,00:27:00,00:27:00,2.0
12701,KNHE,5.0,00:33:00,00:33:00,2.0
12701,VDN,6.0,00:38:00,00:38:00,2.0
12701,TGN,7.0,00:43:00,00:43:00,2.0
12701,GRWD,8.0,00:46:00,00:46:00,2.0
12701,DEHR,9.0,00:54:00,00:54:00,2.0
12701,AKRD,10.0,00:59:00,00:59:00,2.0
12701,CCH,11.0,01:03:00,01:03:00,2.0
12701,PMP,12.0,01:06:00,01:06:00,2.0
12701,KSWD,13.0,01:08:00,01:08:00,2.0
12701,DAPD,14.0,01:12:00,01:12:00,2.0
12701,KK,15.0,01:15:00,01:15:00,2.0
12701,SVJR,16.0,01:19:00,01:19:00,2.0
12701,PUNE,17.0,01:20:00,01:25:00,2.0
12702,CSMT,1.0,05:05:00,None,2.0
12702,MSD,2.0,05:01:00,05:01:00,2.0
12702,SNRD,3.0,04:57:00,04:57:00,2.0
12702,BY,4.0,04:51:00,04:51:00,2.0
12702,CRD,5.0,04:45:00,04:45:00,2.0
12702,PR,6.0,04:38:00,04:38:00,2.0
12702,DR,7.0,04:33:00,04:35:00,2.0
12702,MTN,8.0,04:33:00,04:33:00,2.0
12702,SIN,9.0,04:30:00,04:30:00,2.0
12702,CLA,10.0,04:28:00,04:28:00,2.0
12702,VVH,11.0,04:26:00,04:26:00,2.0
12702,GC,12.0,04:25:00,04:25:00,2.0
12702,VK,13.0,04:21:00,04:21:00,2.0
12702,BND,14.0,04:18:00,04:18:00,2.0
12702,NHU,15.0,04:17:00,04:17:00,2.0
12702,MLND,16.0,04:15:00,04:15:00,2.0
12702,TNA,17.0,04:13:00,04:13:00,2.0
12702,KLVA,18.0,04:10:00,04:10:00,2.0
12702,MBQ,19.0,04:07:00,04:07:00,2.0
12702,DIVA,20.0,04:04:00,04:04:00,2.0
12702,KOPR,21.0,04:00:00,04:00:00,2.0
12702,DI,22.0,03:59:00,03:59:00,2.0
12702,THK,23.0,03:58:00,03:58:00,2.0
12702,KYN,24.0,03:53:00,03:55:00,2.0
12702,VLDI,25.0,03:51:00,03:51:00,2.0
12702,ULNR,26.0,03:49:00,03:49:00,2.0
12702,ABH,27.0,03:46:00,03:46:00,2.0
12702,BUD,28.0,03:37:00,03:37:00,2.0
12702,VGI,29.0,03:25:00,03:25:00,2.0
12702,SHLU,30.0,03:20:00,03:20:00,2.0
12702,NRL,31.0,03:15:00,03:15:00,2.0
12702,BVS,32.0,03:08:00,03:08:00,2.0
12702,KJT,33.0,03:00:00,03:00:00,2.0
12702,PDI,34.0,02:56:00,02:56:00,2.0
12702,KAD,35.0,02:32:00,02:32:00,2.0
12702,LNL,36.0,02:28:00,02:28:00,2.0
12702,MVL,37.0,02:20:00,02:20:00,2.0
12702,KMST,38.0,02:10:00,02:10:00,2.0
12702,KNHE,39.0,02:05:00,02:05:00,2.0
12702,VDN,40.0,01:59:00,01:59:00,2.0
12702,TGN,41.0,01:54:00,01:54:00,2.0
12702,GRWD,42.0,01:51:00,01:51:00,2.0
12702,DEHR,43.0,01:43:00,01:43:00,2.0
12702,AKRD,44.0,01:37:00,01:37:00,2.0
12702,CCH,45.0,01:34:00,01:34:00,2.0
12702,PMP,46.0,01:31:00,01:31:00,2.0
12702,KSWD,47.0,01:29:00,01:29:00,2.0
12702,DAPD,48.0,01:24:00,01:24:00,2.0
12702,KK,49.0,01:22:00,01:22:00,2.0
12702,SVJR,50.0,01:18:00,01:18:00,2.0
12702,PUNE,51.0,01:10:00,01:15:00,2.0
12750,VVH,1.0,12:26:00,12:26:00,1.0
12750,GC,2.0,12:28:00,12:28:00,1.0
12750,VK,3.0,12:32:00,12:32:00,1.0
12750,BND,4.0,12:36:00,12:36:00,1.0
12750,NHU,5.0,12:37:00,12:37:00,1.0
12750,MLND,6.0,12:40:00,12:40:00,1.0
12750,TNA,7.0,12:43:00,12:43:00,1.0
12750,KLVA,8.0,12:45:00,12:45:00,1.0
12750,MBQ,9.0,12:50:00,12:50:00,1.0
12750,DIVA,10.0,12:53:00,12:53:00,1.0
12750,KOPR,11.0,12:57:00,12:57:00,1.0
12750,DI,12.0,12:59:00,12:59:00,1.0
12750,THK,13.0,13:00:00,13:00:00,1.0
12750,KYN,14.0,13:04:00,13:04:00,1.0
12750,VLDI,15.0,13:06:00,13:06:00,1.0
12750,ULNR,16.0,13:08:00,13:08:00,1.0
12750,ABH,17.0,13:11:00,13:11:00,1.0
12750,BUD,18.0,13:19:00,13:19:00,1.0
12750,VGI,19.0,13:31:00,13:31:00,1.0
12750,SHLU,20.0,13:35:00,13:35:00,1.0
12750,NRL,21.0,13:39:00,13:39:00,1.0
12750,BVS,22.0,13:46:00,13:46:00,1.0
12750,KJT,23.0,13:54:00,13:54:00,1.0
12750,PDI,24.0,13:57:00,13:57:00,1.0
12750,KAD,25.0,14:19:00,14:19:00,1.0
12750,LNL,26.0,14:23:00,14:23:00,1.0
12750,MVL,27.0,14:30:00,14:30:00,1.0
12750,KMST,28.0,14:40:00,14:40:00,1.0
12750,KNHE,29.0,14:45:00,14:45:00,1.0
12750,VDN,30.0,14:50:00,14:50:00,1.0
12750,TGN,31.0,14:54:00,14:54:00,1.0
12750,GRWD,32.0,14:57:00,14:57:00,1.0
12750,DEHR,33.0,15:04:00,15:04:00,1.0
12750,AKRD,34.0,15:10:00,15:10:00,1.0
12750,CCH,35.0,15:13:00,15:13:00,1.0
12750,PMP,36.0,15:15:00,15:15:00,1.0
12750,KSWD,37.0,15:18:00,15:18:00,1.0
12750,DAPD,38.0,15:22:00,15:22:00,1.0
12750,KK,39.0,15:24:00,15:24:00,1.0
12750,SVJR,40.0,15:28:00,15:28:00,1.0
12750,PUNE,41.0,15:30:00,15:35:00,1.0
12939,KOPR,1.0,17:58:00,17:58:00,1.0
12939,DI,2.0,17:51:00,17:51:00,1.0
12939,THK,3.0,17:50:00,17:50:00,1.0
12939,KYN,4.0,17:43:00,17:45:00,1.0
12939,VLDI,5.0,17:41:00,17:41:00,1.0
12939,ULNR,6.0,17:39:00,17:39:00,1.0
12939,ABH,7.0,17:36:00,17:36:00,1.0
12939,BUD,8.0,17:28:00,17:28:00,1.0
12939,VGI,9.0,17:17:00,17:17:00,1.0
12939,SHLU,10.0,17:13:00,17:13:00,1.0
12939,NRL,11.0,17:09:00,17:09:00,1.0
12939,BVS,12.0,17:02:00,17:02:00,1.0
12939,KJT,13.0,16:55:00,16:55:00,1.0
12939,PDI,14.0,16:52:00,16:52:00,1.0
12939,KAD,15.0,16:30:00,16:30:00,1.0
12939,LNL,16.0,16:26:00,16:26:00,1.0
12939,MVL,17.0,16:19:00,16:19:00,1.0
12939,KMST,18.0,16:10:00,16:10:00,1.0
12939,KNHE,19.0,16:05:00,16:05:00,1.0
12939,VDN,20.0,16:00:00,16:00:00,1.0
12939,TGN,21.0,15:55:00,15:55:00,1.0
12939,GRWD,22.0,15:52:00,15:52:00,1.0
12939,DEHR,23.0,15:45:00,15:45:00,1.0
12939,AKRD,24.0,15:40:00,15:40:00,1.0
12939,CCH,25.0,15:37:00,15:37:00,1.0
12939,PMP,26.0,15:35:00,15:35:00,1.0
12939,KSWD,27.0,15:32:00,15:32:00,1.0
12939,DAPD,28.0,15:28:00,15:28:00,1.0
12939,KK,29.0,15:26:00,15:26:00,1.0
12939,SVJR,30.0,15:23:00,15:23:00,1.0
12939,PUNE,31.0,None,15:20:00,1.0
12940,KOPR,1.0,04:59:00,04:59:00,2.0
12940,DI,2.0,05:05:00,05:05:00,2.0
12940,THK,3.0,05:07:00,05:07:00,2.0
12940,KYN,4.0,05:15:00,05:20:00,2.0
12940,VLDI,5.0,05:23:00,05:23:00,2.0
12940,ULNR,6.0,05:25:00,05:25:00,2.0
12940,ABH,7.0,05:28:00,05:28:00,2.0
12940,BUD,8.0,05:37:00,05:37:00,2.0
12940,VGI,9.0,05:50:00,05:50:00,2.0
12940,SHLU,10.0,05:55:00,05:55:00,2.0
12940,NRL,11.0,06:00:00,06:00:00,2.0
12940,BVS,12.0,06:08:00,06:08:00,2.0
12940,KJT,13.0,06:17:00,06:17:00,2.0
12940,PDI,14.0,06:20:00,06:20:00,2.0
12940,KAD,15.0,06:45:00,06:45:00,2.0
12940,LNL,16.0,06:50:00,06:50:00,2.0
12940,MVL,17.0,06:58:00,06:58:00,2.0
12940,KMST,18.0,07:09:00,07:09:00,2.0
12940,KNHE,19.0,07:14:00,07:14:00,2.0
12940,VDN,20.0,07:21:00,07:21:00,2.0
12940,TGN,21.0,07:25:00,07:25:00,2.0
12940,GRWD,22.0,07:29:00,07:29:00,2.0
12940,DEHR,23.0,07:37:00,07:37:00,2.0
12940,AKRD,24.0,07:43:00,07:43:00,2.0
12940,CCH,25.0,07:47:00,07:47:00,2.0
12940,PMP,26.0,07:50:00,07:50:00,2.0
12940,KSWD,27.0,07:52:00,07:52:00,2.0
12940,DAPD,28.0,07:57:00,07:57:00,2.0
12940,KK,29.0,07:59:00,07:59:00,2.0
12940,SVJR,30.0,08:04:00,08:04:00,2.0
12940,PUNE,31.0,08:05:00,None,2.0
16209,CHP,1.0,12:09:00,12:09:00,1.0
16209,KOPR,1.0,00:30:00,00:30:00,2.0
16209,DI,2.0,00:40:00,00:40:00,2.0
16209,THK,3.0,00:43:00,00:43:00,2.0
16209,KYN,4.0,01:05:00,01:10:00,2.0
16209,VLDI,5.0,01:13:00,01:13:00,2.0
16209,ULNR,6.0,01:15:00,01:15:00,2.0
16209,ABH,7.0,01:18:00,01:18:00,2.0
16209,BUD,8.0,01:28:00,01:28:00,2.0
16209,VGI,9.0,01:41:00,01:41:00,2.0
16209,SHLU,10.0,01:46:00,01:46:00,2.0
16209,NRL,11.0,01:51:00,01:51:00,2.0
16209,BVS,12.0,02:00:00,02:00:00,2.0
16209,KJT,13.0,02:08:00,02:10:00,2.0
16209,PDI,14.0,02:15:00,02:15:00,2.0
16209,KAD,15.0,02:51:00,02:51:00,2.0
16209,LNL,16.0,02:58:00,03:00:00,2.0
16209,MVL,17.0,03:08:00,03:08:00,2.0
16209,KMST,18.0,03:18:00,03:18:00,2.0
16209,KNHE,19.0,03:23:00,03:23:00,2.0
16209,VDN,20.0,03:29:00,03:29:00,2.0
16209,TGN,21.0,03:33:00,03:33:00,2.0
16209,GRWD,22.0,03:37:00,03:37:00,2.0
16209,DEHR,23.0,03:44:00,03:44:00,2.0
16209,AKRD,24.0,03:49:00,03:49:00,2.0
16209,CCH,25.0,03:53:00,03:53:00,2.0
16209,PMP,26.0,03:56:00,03:56:00,2.0
16209,KSWD,27.0,03:58:00,03:58:00,2.0
16209,DAPD,28.0,04:02:00,04:02:00,2.0
16209,KK,29.0,04:05:00,04:05:00,2.0
16209,SVJR,30.0,04:09:00,04:09:00,2.0
16209,PUNE,31.0,04:10:00,04:20:00,2.0
16210,KOPR,1.0,21:59:00,21:59:00,2.0
16210,DI,2.0,21:52:00,21:52:00,2.0
16210,THK,3.0,21:50:00,21:50:00,2.0
16210,KYN,4.0,21:40:00,21:45:00,2.0
16210,VLDI,5.0,21:38:00,21:38:00,2.0
16210,ULNR,6.0,21:36:00,21:36:00,2.0
16210,ABH,7.0,21:33:00,21:33:00,2.0
16210,BUD,8.0,21:25:00,21:25:00,2.0
16210,VGI,9.0,21:13:00,21:13:00,2.0
16210,SHLU,10.0,21:09:00,21:09:00,2.0
16210,NRL,11.0,21:05:00,21:05:00,2.0
16210,BVS,12.0,20:57:00,20:57:00,2.0
16210,KJT,13.0,20:49:00,20:50:00,2.0
16210,PDI,14.0,20:43:00,20:43:00,2.0
16210,KAD,15.0,20:07:00,20:07:00,2.0
16210,LNL,16.0,19:59:00,20:00:00,2.0
16210,MVL,17.0,19:51:00,19:51:00,2.0
16210,KMST,18.0,19:42:00,19:42:00,2.0
16210,KNHE,19.0,19:37:00,19:37:00,2.0
16210,VDN,20.0,19:31:00,19:31:00,2.0
16210,TGN,21.0,19:27:00,19:27:00,2.0
16210,GRWD,22.0,19:24:00,19:24:00,2.0
16210,DEHR,23.0,19:17:00,19:17:00,2.0
16210,AKRD,24.0,19:11:00,19:11:00,2.0
16210,CCH,25.0,19:08:00,19:08:00,2.0
16210,PMP,26.0,19:05:00,19:05:00,2.0
16210,KSWD,27.0,19:03:00,19:03:00,2.0
16210,DAPD,28.0,18:59:00,18:59:00,2.0
16210,KK,29.0,18:57:00,18:57:00,2.0
16210,SVJR,30.0,18:53:00,18:53:00,2.0
16210,PUNE,31.0,18:40:00,18:50:00,2.0
16210,CHP,1.0,10:27:00,10:27:00,3.0
16331,CSMT,1.0,None,12:05:00,1.0
16331,MSD,2.0,12:06:00,12:06:00,1.0
16331,SNRD,3.0,12:08:00,12:08:00,1.0
16331,BY,4.0,12:11:00,12:11:00,1.0
16331,CRD,5.0,12:13:00,12:13:00,1.0
16331,PR,6.0,12:16:00,12:16:00,1.0
16331,DR,7.0,12:18:00,12:20:00,1.0
16331,MTN,8.0,12:21:00,12:21:00,1.0
16331,SIN,9.0,12:24:00,12:24:00,1.0
16331,CLA,10.0,12:26:00,12:26:00,1.0
16331,VVH,11.0,12:28:00,12:28:00,1.0
16331,GC,12.0,12:29:00,12:29:00,1.0
16331,VK,13.0,12:33:00,12:33:00,1.0
16331,BND,14.0,12:36:00,12:36:00,1.0
16331,NHU,15.0,12:37:00,12:37:00,1.0
16331,MLND,16.0,12:39:00,12:39:00,1.0
16331,TNA,17.0,12:42:00,12:45:00,1.0
16331,DIVA,18.0,12:55:00,12:55:00,1.0
16331,KOPR,19.0,12:59:00,12:59:00,1.0
16331,DI,20.0,13:00:00,13:00:00,1.0
16331,THK,21.0,13:02:00,13:02:00,1.0
16331,KYN,22.0,13:05:00,13:10:00,1.0
16331,VLDI,23.0,13:12:00,13:12:00,1.0
16331,ULNR,24.0,13:14:00,13:14:00,1.0
16331,ABH,25.0,13:16:00,13:16:00,1.0
16331,BUD,26.0,13:22:00,13:22:00,1.0
16331,VGI,27.0,13:31:00,13:31:00,1.0
16331,SHLU,28.0,13:34:00,13:34:00,1.0
16331,NRL,29.0,13:38:00,13:38:00,1.0
16331,BVS,30.0,13:43:00,13:43:00,1.0
16331,KJT,31.0,13:48:00,13:50:00,1.0
16331,PDI,32.0,13:55:00,13:55:00,1.0
16331,KAD,33.0,14:31:00,14:31:00,1.0
16331,LNL,34.0,14:38:00,14:40:00,1.0
16331,MVL,35.0,14:47:00,14:47:00,1.0
16331,KMST,36.0,14:56:00,14:56:00,1.0
16331,KNHE,37.0,15:01:00,15:01:00,1.0
16331,VDN,38.0,15:06:00,15:06:00,1.0
16331,TGN,39.0,15:10:00,15:10:00,1.0
16331,GRWD,40.0,15:13:00,15:13:00,1.0
16331,DEHR,41.0,15:20:00,15:20:00,1.0
16331,AKRD,42.0,15:25:00,15:25:00,1.0
16331,CCH,43.0,15:28:00,15:28:00,1.0
16331,PMP,44.0,15:31:00,15:31:00,1.0
16331,KSWD,45.0,15:33:00,15:33:00,1.0
16331,DAPD,46.0,15:37:00,15:37:00,1.0
16331,KK,47.0,15:39:00,15:39:00,1.0
16331,SVJR,48.0,15:43:00,15:43:00,1.0
16331,PUNE,49.0,15:45:00,15:50:00,1.0
16331,BGWI,,None,None,
16332,CSMT,1.0,20:50:00,None,2.0
16332,MSD,2.0,20:47:00,20:47:00,2.0
16332,SNRD,3.0,20:45:00,20:45:00,2.0
16332,BY,4.0,20:41:00,20:41:00,2.0
16332,CRD,5.0,20:36:00,20:36:00,2.0
16332,PR,6.0,20:32:00,20:32:00,2.0
16332,DR,7.0,20:29:00,20:30:00,2.0
16332,MTN,8.0,20:28:00,20:28:00,2.0
16332,SIN,9.0,20:25:00,20:25:00,2.0
16332,CLA,10.0,20:21:00,20:21:00,2.0
16332,VVH,11.0,20:18:00,20:18:00,2.0
16332,GC,12.0,20:17:00,20:17:00,2.0
16332,VK,13.0,20:12:00,20:12:00,2.0
16332,BND,14.0,20:08:00,20:08:00,2.0
16332,NHU,15.0,20:06:00,20:06:00,2.0
16332,MLND,16.0,20:03:00,20:03:00,2.0
16332,TNA,17.0,19:59:00,20:00:00,2.0
16332,DIVA,18.0,19:50:00,19:50:00,2.0
16332,KOPR,19.0,19:46:00,19:46:00,2.0
16332,DI,20.0,19:45:00,19:45:00,2.0
16332,THK,21.0,19:43:00,19:43:00,2.0
16332,KYN,22.0,19:39:00,19:40:00,2.0
16332,VLDI,23.0,19:37:00,19:37:00,2.0
16332,ULNR,24.0,19:35:00,19:35:00,2.0
16332,ABH,25.0,19:31:00,19:31:00,2.0
16332,BUD,26.0,19:21:00,19:21:00,2.0
16332,VGI,27.0,19:07:00,19:07:00,2.0
16332,SHLU,28.0,19:01:00,19:01:00,2.0
16332,NRL,29.0,18:56:00,18:56:00,2.0
16332,BVS,30.0,18:47:00,18:47:00,2.0
16332,KJT,31.0,18:37:00,18:37:00,2.0
16332,PDI,32.0,18:33:00,18:33:00,2.0
16332,KAD,33.0,18:05:00,18:05:00,2.0
16332,LNL,34.0,17:59:00,18:00:00,2.0
16332,MVL,35.0,17:50:00,17:50:00,2.0
16332,KMST,36.0,17:39:00,17:39:00,2.0
16332,KNHE,37.0,17:34:00,17:34:00,2.0
16332,VDN,38.0,17:27:00,17:27:00,2.0
16332,TGN,39.0,17:23:00,17:23:00,2.0
16332,GRWD,40.0,17:19:00,17:19:00,2.0
16332,DEHR,41.0,17:11:00,17:11:00,2.0
16332,AKRD,42.0,17:04:00,17:04:00,2.0
16332,CCH,43.0,17:00:00,17:00:00,2.0
16332,PMP,44.0,16:58:00,16:58:00,2.0
16332,KSWD,45.0,16:55:00,16:55:00,2.0
16332,DAPD,46.0,16:50:00,16:50:00,2.0
16332,KK,47.0,16:47:00,16:47:00,2.0
16332,SVJR,48.0,16:43:00,16:43:00,2.0
16332,PUNE,49.0,16:30:00,16:40:00,2.0
16332,BGWI,,None,None,
16339,CSMT,1.0,None,12:05:00,1.0
16339,MSD,2.0,12:06:00,12:06:00,1.0
16339,SNRD,3.0,12:08:00,12:08:00,1.0
16339,BY,4.0,12:11:00,12:11:00,1.0
16339,CRD,5.0,12:13:00,12:13:00,1.0
16339,PR,6.0,12:16:00,12:16:00,1.0
16339,DR,7.0,12:18:00,12:20:00,1.0
16339,MTN,8.0,12:21:00,12:21:00,1.0
16339,SIN,9.0,12:24:00,12:24:00,1.0
16339,CLA,10.0,12:26:00,12:26:00,1.0
16339,VVH,11.0,12:28:00,12:28:00,1.0
16339,GC,12.0,12:30:00,12:30:00,1.0
16339,VK,13.0,12:33:00,12:33:00,1.0
16339,BND,14.0,12:36:00,12:36:00,1.0
16339,NHU,15.0,12:38:00,12:38:00,1.0
16339,MLND,16.0,12:40:00,12:40:00,1.0
